"plant_ID","binomial_acc_name","author_acc_name","is_hybrid","AnimalFood","EnvironmentalUses","Fuels","GeneSources","HumanFood","InvertebrateFood","Materials","Medicines","Poisons","SocialUses","Totals"
10922,"Denhamia obscura","(A.Rich.) Meisn. ex Walp.",FALSE,0,0,0,0,0,0,1,0,0,0,1
10923,"Denhamia pittosporoides","F.Muell.",FALSE,0,0,0,0,0,0,1,0,0,0,1
10924,"Dennstaedtia appendiculata","(Wall. ex Hook.) J.Sm.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10925,"Dennstaedtia cicutaria","(Sw.) T.Moore",FALSE,0,1,0,0,0,0,0,0,0,0,1
10926,"Dennstaedtia penicillifera","Alderw.",FALSE,0,0,0,0,1,0,0,1,0,0,2
10927,"Dennstaedtia punctilobula","(Michx.) T.Moore",FALSE,0,1,0,0,0,0,0,1,0,0,2
10928,"Dennstaedtia scandens","(Blume) Moore",FALSE,0,0,0,0,1,0,0,0,0,0,1
10929,"Dentella repens","(L.) J.R.Forst. & G.Forst.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10930,"Deparia petersenii","(Kunze) M.Kato",FALSE,0,1,0,0,0,0,0,0,0,0,1
10931,"Deplanchea bancana","(Scheff.) Steenis",FALSE,0,0,0,0,0,0,1,0,0,0,1
10932,"Deplanchea tetraphylla","(R.Br.) F.Muell. ex Steenis",FALSE,0,1,0,0,0,1,1,0,0,0,3
10933,"Derris acuminata","Benth.",FALSE,0,0,0,0,0,0,0,0,1,0,1
10934,"Derris andamanica","Prain",FALSE,0,0,0,0,0,0,0,1,0,0,1
10935,"Derris brevipes","(Benth.) Baker",FALSE,0,0,0,0,0,0,0,1,0,0,1
10936,"Derris canarensis","(Dalzell) Baker",FALSE,0,0,0,0,0,0,0,1,0,0,1
10937,"Derris cumingii","Benth.",FALSE,0,0,0,0,0,0,1,0,0,0,1
10938,"Derris elegans","Benth.",FALSE,0,0,0,0,0,0,0,1,1,1,3
10939,"Derris elliptica","(Wall.) Benth.",FALSE,0,0,0,0,0,0,1,1,1,1,4
10940,"Derris ferruginea","(Wall. ex Voigt) Benth.",FALSE,0,0,0,0,0,0,0,1,1,0,2
10941,"Derris microphylla","(Miq.) B.D.Jacks.",FALSE,0,1,1,0,0,0,1,1,0,0,4
10942,"Derris montana","Benth.",FALSE,0,0,0,0,0,0,1,1,1,0,3
10943,"Derris monticola","(Kurz) Prain",FALSE,0,0,0,0,0,0,0,1,0,0,1
10944,"Derris ornithocephala","(Adema) Sirich. & Adema",FALSE,0,0,0,0,0,0,0,0,1,0,1
10945,"Derris philippinensis","Merr.",FALSE,0,0,0,0,0,0,0,1,1,0,2
10946,"Derris polyantha","G.Perkins",FALSE,0,0,0,0,0,0,0,1,1,0,2
10947,"Derris robusta","(Roxb. ex DC.) Benth.",FALSE,0,1,0,0,0,0,1,1,0,0,3
10948,"Derris trifoliata","Lour.",FALSE,1,0,0,0,0,1,1,1,1,1,6
10949,"Deschampsia cespitosa","(L.) P.Beauv.",FALSE,1,1,0,0,0,0,1,1,0,0,4
10950,"Deschampsia klossii","Ridl.",FALSE,0,0,0,0,0,0,1,0,0,0,1
10951,"Descurainia californica","(A.Gray) O.E.Schulz",FALSE,1,0,0,0,1,0,0,0,0,0,2
10952,"Descurainia incana","(Bernh. ex Fisch. & C.A.Mey.) Dorn",FALSE,1,0,0,0,1,0,0,0,0,0,2
10953,"Descurainia incisa","(Engelm.) Britton",FALSE,0,0,0,0,0,0,0,1,0,0,1
10954,"Descurainia obtusa","(Greene) O.E.Schulz",FALSE,1,0,0,0,1,0,0,0,0,0,2
10955,"Descurainia pinnata","(Walter) Britton",FALSE,0,0,0,0,0,0,0,1,1,0,2
10956,"Descurainia sophia","(L.) Prantl",FALSE,0,0,0,1,1,0,0,1,0,0,3
10957,"Desfontainia spinosa","Ruiz & Pav.",FALSE,0,1,0,0,0,0,0,1,0,0,2
10958,"Desmanthus bicornutus","S.Watson",FALSE,1,0,0,0,0,0,0,0,0,0,1
10959,"Desmanthus fruticosus","Rose",FALSE,1,0,0,0,0,0,0,1,0,0,2
10960,"Desmanthus illinoensis","(Michx.) MacMill. ex B.L.Rob. & Fernald",FALSE,0,1,0,0,0,0,1,1,0,0,3
10961,"Desmanthus virgatus","(L.) Willd.",FALSE,1,1,0,0,0,0,1,1,0,0,4
10962,"Desmodium amplifolium","Hemsl.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10963,"Desmodium angustifolium","(Kunth) DC.",FALSE,1,1,0,0,0,0,0,0,0,0,2
10964,"Desmodium arizonicum","S.Watson",FALSE,1,1,0,0,0,0,0,0,0,0,2
10965,"Desmodium axillare","(Sw.) DC.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10966,"Desmodium batocaulon","A.Gray",FALSE,1,1,0,0,0,0,0,0,0,0,2
10967,"Desmodium cajanifolium","(Kunth) DC.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10968,"Desmodium canadense","(L.) DC.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10969,"Desmodium cinerascens","A.Gray",FALSE,1,1,0,0,0,0,0,0,0,0,2
10970,"Desmodium cinereum","(Kunth) DC.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10971,"Desmodium distortum","(Aubl.) J.F.Macbr.",FALSE,1,0,0,0,0,0,0,1,0,0,2
10972,"Desmodium glabrum","(Mill.) DC.",FALSE,1,1,0,0,0,0,0,1,0,0,3
10973,"Desmodium grahamii","A.Gray",FALSE,1,1,0,0,0,0,0,0,0,0,2
10974,"Desmodium illinoense","A.Gray",FALSE,0,0,0,0,0,0,0,1,0,0,1
10975,"Desmodium incanum","(Sw.) DC.",FALSE,1,0,0,0,0,0,1,1,0,0,3
10976,"Desmodium intortum","(Mill.) Urb.",FALSE,1,1,1,0,0,0,0,1,0,0,4
10977,"Desmodium metcalfei","(Rose & J.H.Painter) Kearney & Peebles",FALSE,1,1,0,0,0,0,0,0,0,0,2
10978,"Desmodium molliculum","(Kunth) DC.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10979,"Desmodium nicaraguense","Oerst.",FALSE,1,0,0,0,0,0,0,0,0,0,1
10980,"Desmodium orbiculare","Schltdl.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10981,"Desmodium paniculatum","(L.) DC.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10982,"Desmodium perplexum","B.G.Schub.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10983,"Desmodium procumbens","(Mill.) C.L.Hitchc.",FALSE,1,1,0,0,0,0,0,0,0,0,2
10984,"Desmodium psilocarpum","A.Gray",FALSE,1,1,0,0,0,0,0,0,0,0,2
10985,"Desmodium psilophyllum","Schltdl.",FALSE,1,1,0,0,0,0,0,0,0,0,2
10986,"Desmodium retinens","Schltdl.",FALSE,1,1,0,0,0,0,0,0,0,0,2
10987,"Desmodium salicifolium","(Poir.) DC.",FALSE,1,1,0,0,0,0,0,1,0,0,3
10988,"Desmodium scopulorum","S.Watson",FALSE,1,1,0,0,0,0,0,0,0,0,2
10989,"Desmodium scorpiurus","(Sw.) Desv. ex DC.",FALSE,1,0,0,0,0,0,0,0,0,0,1
10990,"Desmodium strigillosum","Schindl.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10991,"Desmodium subsecundum","Vogel",FALSE,1,1,0,0,0,0,0,0,0,0,2
10992,"Desmodium tortuosum","(Sw.) DC.",FALSE,1,1,0,0,0,0,0,1,0,0,3
10993,"Desmodium uncinatum","(Jacq.) DC.",FALSE,1,0,0,0,0,0,0,1,0,0,2
10994,"Desmodium velutinum","(Willd.) DC.",FALSE,1,1,0,0,1,0,0,1,0,1,5
10995,"Desmoncus cirrhifer","A.H.Gentry & Zardini",FALSE,0,0,0,0,1,0,1,0,0,0,2
10996,"Desmoncus giganteus","A.J.Hend.",FALSE,1,0,0,0,1,0,1,1,0,1,5
10997,"Desmoncus mitis","Mart.",FALSE,1,0,0,0,1,0,1,1,0,1,5
10998,"Desmoncus orthacanthos","Mart.",FALSE,0,0,0,0,0,0,0,1,0,0,1
10999,"Desmoncus polyacanthos","Mart.",FALSE,1,0,0,0,1,0,1,0,0,1,4
11000,"Desmos chinensis","Lour.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11001,"Desmos cochinchinensis","Lour.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11002,"Desmos dumosus","(Roxb.) Saff.",FALSE,0,0,0,0,1,0,0,1,0,0,2
11003,"Desmostachya bipinnata","(L.) Stapf",FALSE,1,1,0,0,0,0,1,1,0,0,4
11004,"Desmostachys vogelii","(Miers) Stapf",FALSE,0,0,0,0,0,0,1,0,0,0,1
11005,"Desplatsia chrysochlamys","(Mildbr. & Burret) Mildbr. & Burret",FALSE,1,0,0,0,1,0,1,1,1,0,5
11006,"Desplatsia dewevrei","(De Wild. & T.Durand) Burret",FALSE,0,0,0,0,1,0,1,1,0,1,4
11007,"Desplatsia subericarpa","Bocq.",FALSE,0,0,0,0,1,0,1,0,1,0,3
11008,"Detarium macrocarpum","Harms",FALSE,0,0,0,0,0,0,1,0,0,0,1
11009,"Detarium microcarpum","Guill. & Perr.",FALSE,1,1,1,1,1,1,1,1,0,0,8
11010,"Detarium senegalense","J.F.Gmel.",FALSE,1,1,0,1,1,0,1,1,1,0,7
11011,"Deutzia corymbosa","R.Br. ex G.Don",FALSE,0,0,0,0,0,0,0,1,0,0,1
11012,"Deutzia crenata","Siebold & Zucc.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11013,"Deutzia discolor","Hemsl.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11014,"Deutzia gracilis","Siebold & Zucc.",FALSE,0,1,0,1,0,0,0,0,0,0,2
11015,"Deutzia longifolia","Franch.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11016,"Deutzia parviflora","Bunge",FALSE,0,0,0,0,0,0,1,0,0,0,1
11017,"Deutzia scabra","Thunb.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11018,"Deutzia staminea","R.Br. ex Wall.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11019,"Deverra burchellii","(DC.) Eckl. & Zeyh.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11020,"Deverra scoparia","Coss. & Durieu",FALSE,1,0,0,0,0,0,0,1,1,0,3
11021,"Deverra tortuosa","(Desf.) DC.",FALSE,1,0,0,0,1,0,1,1,0,0,4
11022,"Dewevrea bilabiata","Micheli",FALSE,0,0,0,0,0,0,0,1,0,0,1
11023,"Dialium aubrevillei","Pellegr.",FALSE,0,0,1,1,1,0,0,1,0,0,4
11024,"Dialium cochinchinense","Pierre",FALSE,0,0,0,0,0,0,1,1,0,1,3
11025,"Dialium dinklagei","Harms",FALSE,0,0,1,0,1,0,1,1,0,0,4
11026,"Dialium englerianum","Henriq.",FALSE,0,0,1,1,1,1,1,1,1,0,7
11027,"Dialium guianense","(Aubl.) Sandwith",FALSE,0,0,0,0,1,0,1,1,0,0,3
11028,"Dialium guineense","Willd.",FALSE,0,1,1,1,1,1,1,1,1,1,9
11029,"Dialium indum","L.",FALSE,0,0,0,0,1,0,1,1,0,0,3
11030,"Dialium kunstleri","Prain",FALSE,0,0,0,0,0,0,1,0,0,0,1
11031,"Dialium orientale","Baker f.",FALSE,0,0,0,1,1,0,0,0,0,0,2
11032,"Dialium ovoideum","Thwaites",FALSE,0,0,0,0,0,0,1,1,0,0,2
11033,"Dialium pachyphyllum","Harms",FALSE,0,0,1,0,0,0,1,1,1,0,4
11034,"Dialium platysepalum","Baker",FALSE,0,0,0,0,1,0,1,0,0,0,2
11035,"Dialium procerum","Steyaert",FALSE,0,0,0,0,0,0,1,0,0,0,1
11036,"Dialium schlechteri","Harms",FALSE,0,0,0,1,1,0,0,1,0,0,3
11037,"Dianella caerulea","Sims",FALSE,0,1,0,0,0,0,1,1,0,0,3
11038,"Dianella ensifolia","(L.) Redout<e9>",FALSE,0,1,0,0,1,0,1,1,1,1,6
11039,"Dianella intermedia","Endl.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11040,"Dianella longifolia","R.Br.",FALSE,0,0,0,0,0,0,1,0,0,0,1
11041,"Dianella nigra","Colenso",FALSE,0,0,0,0,0,0,0,0,1,0,1
11042,"Dianella revoluta","R.Br.",FALSE,0,0,0,0,0,0,1,1,0,0,2
11043,"Dianthus albens","Aiton",FALSE,0,0,0,0,0,0,0,1,0,0,1
11044,"Dianthus alpinus","L.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11045,"Dianthus anatolicus","Boiss.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11046,"Dianthus barbatus","L.",FALSE,0,1,0,0,0,0,0,1,0,0,2
11047,"Dianthus basuticus","Burtt Davy",FALSE,0,0,0,0,0,0,0,1,0,0,1
11048,"Dianthus caespitosus","Thunb.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11049,"Dianthus carthusianorum","L.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11050,"Dianthus caryophyllus","L.",FALSE,0,1,0,1,0,0,1,1,0,0,4
11051,"Dianthus chinensis","L.",FALSE,0,1,0,0,0,0,0,1,0,0,2
11052,"Dianthus crenatus","Thunb.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11053,"Dianthus deltoides","L.",FALSE,0,1,0,0,0,0,0,1,0,0,2
11054,"Dianthus ferrugineus","Mill.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11055,"Dianthus gratianopolitanus","Vill.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11056,"Dianthus micropetalus","Ser.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11057,"Dianthus namaensis","Schinz",FALSE,0,0,0,0,0,0,0,1,0,0,1
11058,"Dianthus plumarius","L.",FALSE,0,1,0,1,0,0,0,1,0,0,3
11059,"Dianthus superbus","L.",FALSE,0,1,0,0,0,0,0,1,0,0,2
11060,"Dianthus thunbergii","S.S.Hooper",FALSE,0,0,0,0,0,0,0,1,0,0,1
11061,"Dianthus zeyheri","Sond.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11062,"Diaphananthe bidens","(Afzel. ex Sw.) Schltr.",FALSE,0,1,0,0,0,0,1,1,0,0,3
11063,"Diascia barberae","Hook.f.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11064,"Diatenopteryx sorbifolia","Radlk.",FALSE,0,0,0,0,0,0,1,1,0,0,2
11065,"Dicella nucifera","Chodat",FALSE,0,0,0,0,0,0,0,1,0,0,1
11066,"Dicellandra barteri","Hook.f.",FALSE,0,0,0,1,1,0,0,1,0,0,3
11067,"Dicentra canadensis","(Goldie) Walp.",FALSE,0,0,0,0,0,0,0,1,1,0,2
11068,"Dicentra cucullaria","(L.) Bernh.",FALSE,0,0,0,0,0,0,0,1,1,0,2
11069,"Dicentra eximia","(Ker Gawl.) Torr.",FALSE,0,1,0,1,0,0,0,0,1,0,3
11070,"Dicentra formosa","(Andrews) Walp.",FALSE,0,1,0,1,0,0,0,1,1,0,4
11071,"Dicentra nevadensis","Eastw.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11072,"Dichaea morrisii","Fawc. & Rendle",FALSE,0,0,0,0,0,0,0,1,0,0,1
11073,"Dichaetanthera africana","(Hook.f.) Jacq.-F<e9>l.",FALSE,0,1,0,1,1,0,0,1,0,0,4
11074,"Dichaetanthera corymbosa","(Cogn.) Jacq.-F<e9>l.",FALSE,0,0,1,1,1,0,0,0,0,0,3
11075,"Dichaetanthera echinulata","(Hook.f.) Jacq.-F<e9>l.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11076,"Dichanthium annulatum","(Forssk.) Stapf",FALSE,1,1,0,1,1,0,1,1,0,0,6
11077,"Dichanthium aristatum","(Poir.) C.E.Hubb.",FALSE,1,1,0,0,0,0,0,0,0,0,2
11078,"Dichanthium caricosum","(L.) A.Camus",FALSE,1,1,0,0,0,0,0,1,0,0,3
11079,"Dichanthium fecundum","S.T.Blake",FALSE,1,0,0,0,0,0,0,1,0,0,2
11080,"Dichanthium foveolatum","(Delile) Roberty",FALSE,1,1,0,0,0,0,0,0,0,0,2
11081,"Dichanthium sericeum","(R.Br.) A.Camus",FALSE,1,0,0,0,0,0,0,0,0,0,1
11082,"Dichapetalum acuminatum","De Wild.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11083,"Dichapetalum albidum","A.Chev. ex Pellegr.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11084,"Dichapetalum angolense","Chodat",FALSE,0,0,0,0,0,0,1,1,0,0,2
11085,"Dichapetalum barteri","Engl.",FALSE,0,0,0,0,0,0,0,0,1,0,1
11086,"Dichapetalum braunii","Engl. & K.Krause",FALSE,0,0,0,0,0,0,0,1,1,0,2
11087,"Dichapetalum cymosum","(Hook.) Engl.",FALSE,0,0,0,0,1,0,0,1,1,0,3
11088,"Dichapetalum deflexum","(Klotzsch) Engl.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11089,"Dichapetalum dewevrei","De Wild. & T.Durand",FALSE,0,0,0,0,0,0,0,1,0,0,1
11090,"Dichapetalum gelonioides","(Roxb.) Engl.",FALSE,0,0,0,0,0,0,1,0,0,0,1
11091,"Dichapetalum librevillense","Pellegr.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11092,"Dichapetalum macrocarpum","Engl.",FALSE,0,0,0,0,0,0,0,1,1,0,2
11093,"Dichapetalum madagascariense","Poir.",FALSE,0,0,0,1,1,0,1,1,1,0,5
11094,"Dichapetalum mossambicense","(Klotzsch) Engl.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11095,"Dichapetalum pallidum","(Oliv.) Engl.",FALSE,0,0,0,1,1,0,0,1,0,0,3
11096,"Dichapetalum rhodesicum","Sprague & Hutch.",FALSE,0,0,0,0,1,0,0,0,0,1,2
11097,"Dichapetalum ruhlandii","Engl.",FALSE,0,0,0,0,0,0,0,1,1,0,2
11098,"Dichapetalum sessiliflorum","Leenh.",FALSE,0,0,0,0,0,0,1,0,0,0,1
11099,"Dichapetalum stuhlmannii","Engl.",FALSE,0,0,0,0,0,0,0,1,1,0,2
11100,"Dichapetalum timoriense","(DC.) Boerl.",FALSE,0,0,0,0,1,0,1,0,0,0,2
11101,"Dichapetalum tomentosum","Engl.",FALSE,0,0,0,0,0,0,0,1,1,0,2
11102,"Dichapetalum toxicarium","(G.Don) Baill.",FALSE,0,0,0,0,1,0,1,1,1,0,4
11103,"Dichapetalum unguiculatum","Engl.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11104,"Dichelachne crinita","(L.f.) Hook.f.",FALSE,0,0,0,0,0,0,1,0,0,0,1
11105,"Dichelostemma congestum","(Sm.) Kunth",FALSE,0,0,0,0,1,0,0,0,0,0,1
11106,"Dichilus strictus","E.Mey.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11107,"Dichocarpum auriculatum","(Franch.) W.T.Wang & P.K.Hsiao",FALSE,0,0,0,0,0,0,0,1,0,0,1
11108,"Dichondra argentea","Willd.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11109,"Dichondra micrantha","Urb.",FALSE,0,1,0,0,0,0,0,1,1,0,3
11110,"Dichondra microcalyx","(Hallier f.) Fabris",FALSE,0,0,0,0,0,0,0,1,0,0,1
11111,"Dichondra repens","J.R.Forst. & G.Forst.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11112,"Dichondra sericea","Sw.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11113,"Dichorisandra hexandra","(Aubl.) C.B.Clarke",FALSE,0,0,0,0,0,0,0,1,0,0,1
11114,"Dichorisandra thyrsiflora","J.C.Mikan",FALSE,0,1,0,0,0,0,0,0,0,0,1
11115,"Dichostemma glaucescens","Pierre",FALSE,0,0,1,0,0,0,1,1,0,0,3
11116,"Dichrocephala benthamii","C.B.Clarke",FALSE,0,0,0,0,0,0,0,1,0,0,1
11117,"Dichrocephala chrysanthemifolia","(Blume) DC.",FALSE,1,0,0,0,0,0,0,1,1,0,3
11118,"Dichrocephala integrifolia","(L.f.) Kuntze",FALSE,1,0,0,0,1,0,0,1,0,0,3
11119,"Dichrostachys cinerea","(L.) Wight & Arn.",FALSE,1,1,1,1,1,1,1,1,1,1,10
11120,"Dichrostachys spicata","(F.Muell.) Domin",FALSE,1,0,0,0,0,0,0,0,0,0,1
11121,"Dichrostachys unijuga","Baker",FALSE,0,0,1,0,0,0,0,0,0,0,1
11122,"Dickinsia hydrocotyloides","Franch.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11123,"Dicksonia antarctica","Labill.",FALSE,0,1,0,0,0,0,0,0,0,0,1
11124,"Dicksonia blumei","(Kunze) T.Moore",FALSE,0,0,0,0,0,0,0,1,0,0,1
11125,"Dicksonia sellowiana","Hook.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11126,"Diclinanona tessmannii","Diels",FALSE,0,0,0,0,0,0,0,1,0,0,1
11127,"Dicliptera bupleuroides","Nees",FALSE,0,0,0,0,0,0,0,1,0,0,1
11128,"Dicliptera cernua","(Nees) J.C.Manning & Goldblatt",FALSE,0,0,0,0,0,0,0,1,0,0,1
11129,"Dicliptera chinensis","(L.) Juss.",FALSE,0,0,0,0,1,0,0,1,0,0,2
11130,"Dicliptera elliotii","C.B.Clarke",FALSE,0,0,0,0,0,0,0,1,0,0,1
11131,"Dicliptera hensii","Lindau",FALSE,0,0,0,0,0,0,0,1,0,0,1
11132,"Dicliptera japonica","(Thunb.) Makino",FALSE,0,0,0,0,0,0,0,1,0,0,1
11133,"Dicliptera laxata","C.B.Clarke",FALSE,0,0,0,1,1,0,0,1,0,0,3
11134,"Dicliptera paniculata","(Forssk.) I.Darbysh.",FALSE,1,1,0,0,1,0,1,1,1,0,6
11135,"Dicliptera papuana","Warb.",FALSE,0,0,0,0,1,0,0,1,0,0,2
11136,"Dicliptera undulata","(Vahl) Karthik. & Moorthy",FALSE,0,0,0,0,0,0,0,1,0,0,1
11137,"Dicliptera unguiculata","Nees",FALSE,0,0,0,0,0,0,0,1,0,0,1
11138,"Dicliptera verticillata","(Forssk.) C.Chr.",FALSE,0,0,0,1,1,0,0,1,0,0,3
11139,"Diclis reptans","Benth.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11140,"Diclis rotundifolia","(Hiern) Hilliard & B.L.Burtt",FALSE,0,0,0,0,0,0,0,1,0,0,1
11141,"Dicoma anomala","Sond.",FALSE,0,0,0,0,1,0,0,1,0,1,3
11142,"Dicoma capensis","Less.",FALSE,1,0,1,0,1,0,0,1,0,0,4
11143,"Dicoma macrocephala","DC.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11144,"Dicoma schinzii","O.Hoffm.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11145,"Dicoma sessiliflora","Harv.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11146,"Dicoma tomentosa","Cass.",FALSE,0,0,0,0,1,0,1,1,0,0,3
11147,"Dicoma zeyheri","Sond.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11148,"Dicoria canescens","A.Gray",FALSE,0,0,0,0,1,0,0,0,0,0,1
11149,"Dicorynia guianensis","Amshoff",FALSE,0,0,0,0,0,0,1,1,0,0,2
11150,"Dicorynia paraensis","Benth.",FALSE,0,0,0,0,0,0,1,0,0,0,1
11151,"Dicraeopetalum capuronianum","(M.Peltier) Yakovlev",FALSE,0,0,0,0,0,0,0,1,0,0,1
11152,"Dicraeopetalum mahafaliense","(M.Peltier) Yakovlev",FALSE,0,0,0,0,0,0,1,1,0,0,2
11153,"Dicranolepis baertsiana","De Wild. & T.Durand",FALSE,0,0,0,0,0,0,0,1,0,0,1
11154,"Dicranolepis buchholzii","Engl. & Gilg",FALSE,0,0,0,0,0,0,1,0,0,0,1
11155,"Dicranolepis disticha","Planch.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11156,"Dicranolepis grandiflora","Engl.",FALSE,0,1,0,0,0,0,1,0,0,0,2
11157,"Dicranolepis laciniata","Gilg",FALSE,0,1,0,0,0,0,0,0,0,0,1
11158,"Dicranolepis persei","Cummins",FALSE,0,1,0,1,1,0,0,1,1,0,5
11159,"Dicranolepis soyauxii","Engl.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11160,"Dicranopteris curranii","Copel.",FALSE,0,0,0,0,0,0,1,0,0,0,1
11161,"Dicranopteris flexuosa","(Schrad.) Underw.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11162,"Dicranopteris linearis","(Burm.f.) Underw.",FALSE,0,1,0,0,1,0,1,1,0,1,5
11163,"Dicranopteris pedata","(Houtt.) Nakaike",FALSE,0,1,0,0,0,0,1,0,0,1,3
11164,"Dicranopteris taiwanensis","Ching & Chiu",FALSE,0,0,0,0,0,0,0,1,0,0,1
11165,"Dicranopygium yacu-sisa","Dicranopygium yacu-sisa Harling",FALSE,0,0,0,0,0,0,0,1,0,0,1
11166,"Dicranostigma lactucoides","Hook.f. & Thomson",FALSE,0,1,0,0,0,0,0,1,0,0,2
11167,"Dicraspidia donnell-smithii","Dicraspidia donnell-smithii Standl.",FALSE,0,0,0,0,0,0,1,0,0,0,1
11168,"Dictamnus albus","L.",FALSE,0,1,0,0,0,0,0,1,1,0,3
11169,"Dictamnus dasycarpus","Turcz.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11170,"Dictyocaryum lamarckianum","(Mart.) H.Wendl.",FALSE,1,1,0,0,1,0,1,0,0,1,5
11171,"Dictyocaryum ptarianum","(Steyerm.) H.E.Moore & Steyerm.",FALSE,0,0,0,0,0,0,1,0,0,0,1
11172,"Dictyoloma vandellianum","A.Juss.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11173,"Dictyoneura obtusa","Blume",FALSE,0,0,1,0,0,0,1,0,0,0,2
11174,"Dictyophleba leonensis","(Stapf) Pichon",FALSE,0,0,0,1,1,0,1,1,0,0,4
11175,"Dictyophleba lucida","(K.Schum.) Pierre",FALSE,0,0,0,1,1,0,1,1,0,0,4
11176,"Dictyophleba ochracea","(K.Schum. f.) Pichon",FALSE,0,0,1,1,1,0,1,0,0,0,4
11177,"Dictyophleba stipulosa","(S.Wernham) Pichon",FALSE,0,0,0,0,0,0,1,0,0,0,1
11178,"Dictyosperma album","(Bory) Scheff.",FALSE,0,1,0,1,1,0,1,0,0,0,4
11179,"Dictyospermum conspicuum","(Blume) J.K.Morton",FALSE,0,0,0,0,0,0,0,1,0,0,1
11180,"Dicypellium caryophyllatum","(Mart.) Nees",FALSE,0,0,0,0,0,0,1,1,0,0,2
11181,"Didelotia africana","Baill.",FALSE,0,0,0,0,0,0,1,0,0,0,1
11182,"Didelotia afzelii","Taub.",FALSE,0,0,1,0,0,0,1,1,0,1,4
11183,"Didelotia brevipaniculata","J.L<e9>onard",FALSE,0,0,0,0,0,0,1,0,0,0,1
11184,"Didelotia idae","J.L<e9>onard, Oldeman & de Wit",FALSE,0,0,0,0,0,0,1,0,0,0,1
11185,"Didelotia minutiflora","(A.Chev.) J.L<e9>onard",FALSE,0,0,1,0,0,0,0,0,0,0,1
11186,"Didelta spinosa","Aiton",FALSE,1,1,0,0,1,0,0,0,0,0,3
11187,"Didymaea mexicana","Hook.f.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11188,"Didymocarpus albicalyx","C.B.Clarke",FALSE,0,0,0,0,0,0,0,1,0,0,1
11189,"Didymocarpus aromaticus","D.Don",FALSE,0,0,0,0,0,0,0,1,0,0,1
11190,"Didymocarpus pedicellatus","R.Br.",FALSE,0,0,0,0,0,0,0,1,0,0,1
11191,"Didymochlaena truncatula","(Sw.) J.Sm.",FALSE,0,1,0,0,0,0,0,1,0,0,2
11192,"Didymosalpinx abbeokutae","(Hiern) Keay",FALSE,0,1,0,0,0,0,1,1,0,0,3
